Fecha,Hora,Router,Area,Carga (Mbps),Descarga (Mbps),Calidad de conexión,Promedio (Mbps)
2023-11-20,16:00,18,INGLES,8.6,7.79,Media,8.195
2023-11-20,13:00,19,VINCULACION,7.88,5.13,Mala,6.505
2023-11-20,09:00,20,AULA 12,9.34,4.94,Mala,7.140000000000001
2023-11-20,14:00,20,AULA 13,5.4,6.4,Media,5.9
2023-11-20,14:00,21,AULA 14,6.64,9.03,Buena,7.834999999999999
2023-11-20,14:00,22,AULA 15,5.94,6.34,Media,6.140000000000001
2023-11-20,15:00,23,AULA 16,8.23,4.73,Mala,6.48
2023-11-20,11:00,24,DIRECCION GENERAL,7.16,7.43,Media,7.295
2023-11-21,16:00,1,Sala A,6.64,9.41,Buena,8.025
2023-11-21,14:00,1,Sala C,5.9,8.77,Buena,7.335
2023-11-21,09:00,2,Sala D,9.21,9.62,Buena,9.415
2023-11-21,13:00,2,Sala B,9.26,5.97,Mala,7.615
2023-11-21,13:00,3,Recepcion,8.38,9.07,Buena,8.725000000000001
2023-11-21,09:00,3,Sala de maestros,5.69,8.2,Buena,6.945
2023-11-21,15:00,3,Sala E,6.5,6.16,Media,6.33
2023-11-21,16:00,4,LE,5.53,6.13,Media,5.83
2023-11-21,10:00,5,Sistematizacion,8.15,7.32,Media,7.735
2023-11-21,15:00,5,CB,4.85,6.26,Media,5.555
2023-11-21,13:00,6,AULA 19,9.01,6.18,Media,7.595
2023-11-21,13:00,6,AULA 22,8.98,5.6,Mala,7.29
2023-11-21,15:00,6,AULA 23,4.68,7.32,Media,6.0
2023-11-21,16:00,6,AULA 20,8.14,5.33,Mala,6.735
2023-11-21,14:00,7,AULA 21,5.73,5.71,Mala,5.720000000000001
2023-11-21,14:00,7,AULA 17,7.78,6.12,Media,6.95
2023-11-21,15:00,7,AULA 18,8.93,8.87,Buena,8.899999999999999
2023-11-21,15:00,7,NEWTON,8.41,9.42,Buena,8.915
2023-11-21,16:00,8,CI,8.81,9.89,Buena,9.350000000000001
2023-11-21,11:00,9,JEFATURA,9.19,6.17,Media,7.68
2023-11-21,13:00,10,ASISTENTES,7.73,5.4,Mala,6.565
2023-11-21,09:00,11,DIRECCION ACADEMICA,4.58,5.85,Mala,5.215
2023-11-21,16:00,12,CIIDE,7.81,6.87,Media,7.34
2023-11-21,12:00,12,PEGA,5.29,4.6,Mala,4.945
2023-11-21,10:00,12,RECURSOS FINANCIEROS,9.56,6.91,Media,8.235
2023-11-21,11:00,13,AULA 30,6.44,7.61,Media,7.025
2023-11-21,11:00,13,AULA 31,8.79,5.39,Mala,7.09
2023-11-21,13:00,13,AULA 32,7.81,4.7,Mala,6.255
2023-11-21,12:00,13,AULA 33,6.57,7.67,Media,7.12
2023-11-21,15:00,13,AULA 34,7.91,4.92,Mala,6.415
2023-11-21,09:00,14,AULA 35,8.23,7.79,Media,8.01
2023-11-21,10:00,14,AULA 36,8.59,7.16,Media,7.875
2023-11-21,13:00,14,AULA 38,6.44,8.53,Buena,7.484999999999999
2023-11-21,14:00,14,AULA 39,8.07,5.21,Mala,6.640000000000001
2023-11-21,09:00,15,AULA 1,6.27,4.55,Mala,5.41
2023-11-21,12:00,15,AULA 2,7.93,5.63,Mala,6.779999999999999
2023-11-21,13:00,15,AULA 3,9.88,7.63,Media,8.755
2023-11-21,10:00,15,Enfermeria,6.08,9.88,Buena,7.98
2023-11-21,13:00,16,AULA 4,5.97,5.44,Mala,5.705
2023-11-21,12:00,16,AULA 5,7.89,8.2,Buena,8.045
2023-11-21,14:00,16,AULA 6,9.39,7.66,Media,8.525
2023-11-21,13:00,17,AULA 7,5.34,6.99,Media,6.165
2023-11-21,12:00,17,AULA 8,9.04,9.87,Buena,9.454999999999998
2023-11-21,15:00,17,AULA 9,5.04,7.98,Media,6.51
2023-11-21,14:00,18,AULA 10,9.87,5.13,Mala,7.5
2023-11-21,11:00,18,AULA 11,9.42,4.96,Mala,7.1899999999999995
2023-11-21,13:00,18,INGLES,7.39,5.2,Mala,6.295
2023-11-21,14:00,19,VINCULACION,8.07,4.69,Mala,6.380000000000001
2023-11-21,16:00,20,AULA 12,9.38,8.54,Buena,8.96
2023-11-21,16:00,20,AULA 13,6.63,8.88,Buena,7.755000000000001
2023-11-21,15:00,21,AULA 14,6.39,8.69,Buena,7.539999999999999
2023-11-21,16:00,22,AULA 15,8.4,7.01,Media,7.705
2023-11-21,12:00,23,AULA 16,9.9,8.0,Buena,8.95
2023-11-21,09:00,24,DIRECCION GENERAL,9.09,7.76,Media,8.425
2023-11-22,14:00,1,Sala A,8.4,6.18,Media,7.29
2023-11-22,14:00,1,Sala C,7.11,9.52,Buena,8.315
2023-11-22,09:00,2,Sala D,7.0,8.77,Buena,7.885
2023-11-22,15:00,2,Sala B,9.88,7.28,Media,8.58
2023-11-22,16:00,3,Recepcion,9.72,4.6,Mala,7.16
2023-11-22,09:00,3,Sala de maestros,4.68,5.75,Mala,5.215
2023-11-22,12:00,3,Sala E,6.19,8.62,Buena,7.404999999999999
2023-11-22,10:00,4,LE,6.77,5.35,Mala,6.06
2023-11-22,09:00,5,Sistematizacion,7.9,6.64,Media,7.27
2023-11-22,10:00,5,CB,6.72,9.62,Buena,8.17
2023-11-22,11:00,6,AULA 19,9.78,8.98,Buena,9.379999999999999
2023-11-22,13:00,6,AULA 22,5.22,7.43,Media,6.324999999999999
2023-11-22,16:00,6,AULA 23,5.0,7.33,Media,6.165
2023-11-22,14:00,6,AULA 20,5.5,8.62,Buena,7.06
2023-11-22,13:00,7,AULA 21,7.68,8.82,Buena,8.25
2023-11-22,10:00,7,AULA 17,5.78,6.92,Media,6.35
2023-11-22,09:00,7,AULA 18,7.65,7.67,Media,7.66
2023-11-22,12:00,7,NEWTON,8.27,9.18,Buena,8.725
2023-11-22,15:00,8,CI,8.09,7.8,Media,7.945
2023-11-22,16:00,9,JEFATURA,8.19,5.39,Mala,6.789999999999999
2023-11-22,12:00,10,ASISTENTES,8.52,7.21,Media,7.865
2023-11-22,14:00,11,DIRECCION ACADEMICA,7.01,9.69,Buena,8.35
2023-11-22,11:00,12,CIIDE,8.53,7.09,Media,7.81
2023-11-22,09:00,12,PEGA,5.21,8.07,Buena,6.640000000000001
2023-11-22,09:00,12,RECURSOS FINANCIEROS,5.25,7.35,Media,6.3
2023-11-22,12:00,13,AULA 30,5.2,4.82,Mala,5.01
2023-11-22,12:00,13,AULA 31,5.27,6.01,Media,5.64
2023-11-22,10:00,13,AULA 32,7.95,8.6,Buena,8.275
2023-11-22,14:00,13,AULA 33,6.48,6.25,Media,6.365
2023-11-22,16:00,13,AULA 34,5.56,7.09,Media,6.324999999999999
2023-11-22,12:00,14,AULA 35,9.84,9.54,Buena,9.69
2023-11-22,12:00,14,AULA 36,6.72,4.75,Mala,5.734999999999999
2023-11-22,14:00,14,AULA 38,6.47,6.43,Media,6.449999999999999
2023-11-22,13:00,14,AULA 39,8.88,4.82,Mala,6.8500000000000005
2023-11-22,15:00,15,AULA 1,8.11,9.41,Buena,8.76
2023-11-22,15:00,15,AULA 2,9.21,4.8,Mala,7.005000000000001
2023-11-22,14:00,15,AULA 3,4.87,7.49,Media,6.18
2023-11-22,09:00,15,Enfermeria,8.64,7.45,Media,8.045
2023-11-22,10:00,16,AULA 4,6.28,9.99,Buena,8.135
2023-11-22,10:00,16,AULA 5,5.29,8.53,Buena,6.91
2023-11-22,15:00,16,AULA 6,8.04,5.43,Mala,6.734999999999999
2023-11-22,16:00,17,AULA 7,6.22,5.55,Mala,5.885
2023-11-22,09:00,17,AULA 8,9.89,6.3,Media,8.095
2023-11-22,12:00,17,AULA 9,9.12,9.13,Buena,9.125
2023-11-22,11:00,18,AULA 10,9.62,5.92,Mala,7.77
2023-11-22,15:00,18,AULA 11,9.6,5.74,Mala,7.67
2023-11-22,14:00,18,INGLES,9.22,9.0,Buena,9.11
2023-11-22,16:00,19,VINCULACION,6.04,8.08,Buena,7.0600000000000005
2023-11-22,10:00,20,AULA 12,5.02,7.93,Media,6.475
2023-11-22,13:00,20,AULA 13,6.71,9.35,Buena,8.03
2023-11-22,15:00,21,AULA 14,4.97,4.75,Mala,4.859999999999999
2023-11-22,12:00,22,AULA 15,5.74,8.79,Buena,7.265
2023-11-22,09:00,23,AULA 16,6.69,9.66,Buena,8.175
2023-11-22,16:00,24,DIRECCION GENERAL,9.46,6.31,Media,7.885
2023-11-23,14:00,1,Sala A,7.98,6.14,Media,7.0600000000000005
2023-11-23,16:00,1,Sala C,9.29,6.53,Media,7.91
2023-11-23,15:00,2,Sala D,5.83,6.4,Media,6.115
2023-11-23,10:00,2,Sala B,6.63,9.46,Buena,8.045
2023-11-23,09:00,3,Recepcion,8.56,5.81,Mala,7.1850000000000005
2023-11-23,14:00,3,Sala de maestros,6.18,6.97,Media,6.574999999999999
2023-11-23,11:00,3,Sala E,5.7,6.48,Media,6.09
2023-11-23,12:00,4,LE,8.05,6.67,Media,7.36
2023-11-23,11:00,5,Sistematizacion,9.53,7.29,Media,8.41
2023-11-23,13:00,5,CB,7.34,8.4,Buena,7.87
2023-11-23,13:00,6,AULA 19,4.66,7.19,Media,5.925000000000001
2023-11-23,13:00,6,AULA 22,7.52,8.64,Buena,8.08
2023-11-23,09:00,6,AULA 23,6.28,7.27,Media,6.775
2023-11-23,16:00,6,AULA 20,5.35,8.14,Buena,6.745
2023-11-23,14:00,7,AULA 21,9.37,5.33,Mala,7.35
2023-11-23,11:00,7,AULA 17,5.44,5.19,Mala,5.315
2023-11-23,15:00,7,AULA 18,6.74,6.87,Media,6.805
2023-11-23,13:00,7,NEWTON,5.64,6.48,Media,6.0600000000000005
2023-11-23,16:00,8,CI,7.78,6.22,Media,7.0
2023-11-23,11:00,9,JEFATURA,8.76,9.53,Buena,9.145
2023-11-23,09:00,10,ASISTENTES,5.73,9.19,Buena,7.46
2023-11-23,11:00,11,DIRECCION ACADEMICA,7.4,7.39,Media,7.395
2023-11-23,11:00,12,CIIDE,4.81,5.12,Mala,4.965
2023-11-23,12:00,12,PEGA,4.61,5.08,Mala,4.845000000000001
2023-11-23,12:00,12,RECURSOS FINANCIEROS,7.04,4.98,Mala,6.01
2023-11-23,10:00,13,AULA 30,5.52,7.73,Media,6.625
2023-11-23,11:00,13,AULA 31,8.78,6.91,Media,7.845
2023-11-23,16:00,13,AULA 32,9.43,5.25,Mala,7.34
2023-11-23,10:00,13,AULA 33,8.9,4.9,Mala,6.9
2023-11-23,12:00,13,AULA 34,8.21,9.44,Buena,8.825
2023-11-23,14:00,14,AULA 35,6.78,8.2,Buena,7.49
2023-11-23,15:00,14,AULA 36,4.53,7.15,Media,5.84
2023-11-23,16:00,14,AULA 38,7.23,6.47,Media,6.85
2023-11-23,14:00,14,AULA 39,7.83,6.08,Media,6.955
2023-11-23,13:00,15,AULA 1,7.99,6.88,Media,7.4350000000000005
2023-11-23,10:00,15,AULA 2,8.99,6.3,Media,7.645
2023-11-23,14:00,15,AULA 3,4.95,5.48,Mala,5.215
2023-11-23,13:00,15,Enfermeria,5.12,6.43,Media,5.775
2023-11-23,14:00,16,AULA 4,7.29,6.31,Media,6.8
2023-11-23,12:00,16,AULA 5,9.44,7.73,Media,8.585
2023-11-23,12:00,16,AULA 6,8.65,4.58,Mala,6.615
2023-11-23,11:00,17,AULA 7,5.6,5.72,Mala,5.66
2023-11-23,11:00,17,AULA 8,4.57,8.53,Buena,6.55
2023-11-23,09:00,17,AULA 9,7.23,8.92,Buena,8.075
2023-11-23,10:00,18,AULA 10,6.43,9.54,Buena,7.984999999999999
2023-11-23,15:00,18,AULA 11,4.92,9.85,Buena,7.385
2023-11-23,13:00,18,INGLES,7.15,9.61,Buena,8.379999999999999
2023-11-23,14:00,19,VINCULACION,9.42,8.54,Buena,8.98
2023-11-23,15:00,20,AULA 12,7.6,8.7,Buena,8.149999999999999
2023-11-23,16:00,20,AULA 13,8.46,6.18,Media,7.32
2023-11-23,09:00,21,AULA 14,9.97,6.96,Media,8.465
2023-11-23,10:00,22,AULA 15,6.83,8.67,Buena,7.75
2023-11-23,11:00,23,AULA 16,8.63,6.23,Media,7.430000000000001
2023-11-23,13:00,24,DIRECCION GENERAL,8.13,8.4,Buena,8.265
2023-11-24,11:00,1,Sala A,8.33,5.52,Mala,6.925
2023-11-24,12:00,1,Sala C,9.8,4.97,Mala,7.385
2023-11-24,10:00,2,Sala D,9.8,9.27,Buena,9.535
2023-11-24,12:00,2,Sala B,7.64,7.83,Media,7.734999999999999
2023-11-24,15:00,3,Recepcion,9.37,9.46,Buena,9.415
2023-11-24,10:00,3,Sala de maestros,4.55,9.72,Buena,7.135
2023-11-24,16:00,3,Sala E,4.64,6.52,Media,5.58
2023-11-24,16:00,4,LE,9.7,7.42,Media,8.559999999999999
2023-11-24,13:00,5,Sistematizacion,4.83,8.83,Buena,6.83
2023-11-24,15:00,5,CB,9.33,5.37,Mala,7.35
2023-11-24,14:00,6,AULA 19,8.89,6.8,Media,7.845000000000001
2023-11-24,13:00,6,AULA 22,9.04,8.7,Buena,8.87
2023-11-24,13:00,6,AULA 23,8.14,7.0,Media,7.57
2023-11-24,11:00,6,AULA 20,5.61,7.58,Media,6.595000000000001
2023-11-24,12:00,7,AULA 21,9.1,5.0,Mala,7.05
2023-11-24,11:00,7,AULA 17,6.57,4.82,Mala,5.695
2023-11-24,11:00,7,AULA 18,6.84,5.4,Mala,6.12
2023-11-24,13:00,7,NEWTON,4.63,7.54,Media,6.085
2023-11-24,09:00,8,CI,6.76,6.71,Media,6.734999999999999
2023-11-24,11:00,9,JEFATURA,6.2,9.19,Buena,7.695
2023-11-24,10:00,10,ASISTENTES,5.14,8.34,Buena,6.74
2023-11-24,10:00,11,DIRECCION ACADEMICA,7.81,8.42,Buena,8.115
2023-11-24,10:00,12,CIIDE,5.13,6.92,Media,6.025
2023-11-24,09:00,12,PEGA,8.87,8.54,Buena,8.704999999999998
2023-11-24,09:00,12,RECURSOS FINANCIEROS,6.15,9.52,Buena,7.835
2023-11-24,14:00,13,AULA 30,6.72,5.31,Mala,6.015
2023-11-24,15:00,13,AULA 31,9.89,7.17,Media,8.530000000000001
2023-11-24,11:00,13,AULA 32,8.53,5.72,Mala,7.125
2023-11-24,15:00,13,AULA 33,9.79,9.29,Buena,9.54
2023-11-24,16:00,13,AULA 34,9.4,8.46,Buena,8.93
2023-11-24,12:00,14,AULA 35,8.79,6.14,Media,7.465
2023-11-24,09:00,14,AULA 36,5.05,7.99,Media,6.52
2023-11-24,10:00,14,AULA 38,6.87,6.94,Media,6.905
2023-11-24,13:00,14,AULA 39,6.25,8.34,Buena,7.295
2023-11-24,12:00,15,AULA 1,8.68,8.49,Buena,8.585
2023-11-24,09:00,15,AULA 2,5.54,5.17,Mala,5.355
2023-11-24,10:00,15,AULA 3,9.37,6.91,Media,8.14
2023-11-24,12:00,15,Enfermeria,8.42,8.86,Buena,8.64
2023-11-24,10:00,16,AULA 4,9.36,5.09,Mala,7.225
2023-11-24,11:00,16,AULA 5,9.11,5.75,Mala,7.43
2023-11-24,14:00,16,AULA 6,7.63,5.73,Mala,6.68
2023-11-24,11:00,17,AULA 7,9.97,8.37,Buena,9.17
2023-11-24,16:00,17,AULA 8,8.93,7.84,Media,8.385
2023-11-24,14:00,17,AULA 9,8.38,6.01,Media,7.195
2023-11-24,11:00,18,AULA 10,8.8,5.75,Mala,7.275
2023-11-24,13:00,18,AULA 11,6.05,8.5,Buena,7.275
2023-11-24,16:00,18,INGLES,4.57,6.92,Media,5.745
2023-11-24,13:00,19,VINCULACION,8.33,9.47,Buena,8.9
2023-11-24,11:00,20,AULA 12,7.85,9.61,Buena,8.73
2023-11-24,16:00,20,AULA 13,4.64,6.12,Media,5.38
2023-11-24,10:00,21,AULA 14,4.82,8.69,Buena,6.755
2023-11-24,10:00,22,AULA 15,8.7,5.36,Mala,7.029999999999999
2023-11-24,15:00,23,AULA 16,9.33,9.57,Buena,9.45
2023-11-24,11:00,24,DIRECCION GENERAL,6.45,7.18,Media,6.8149999999999995
2023-11-27,12:00,1,Sala A,5.38,6.27,Media,5.824999999999999
2023-11-27,12:00,1,Sala C,5.89,8.93,Buena,7.41
2023-11-27,10:00,2,Sala D,8.24,8.99,Buena,8.615
2023-11-27,13:00,2,Sala B,7.23,9.67,Buena,8.45
2023-11-27,13:00,3,Recepcion,7.07,8.39,Buena,7.73
2023-11-27,12:00,3,Sala de maestros,7.53,9.22,Buena,8.375
2023-11-27,12:00,3,Sala E,9.5,8.87,Buena,9.184999999999999
2023-11-27,10:00,4,LE,4.64,6.94,Media,5.79
2023-11-27,10:00,5,Sistematizacion,8.56,8.77,Buena,8.665
2023-11-27,14:00,5,CB,5.0,8.91,Buena,6.955
2023-11-27,09:00,6,AULA 19,8.02,8.87,Buena,8.445
2023-11-27,14:00,6,AULA 22,6.99,8.79,Buena,7.89
2023-11-27,12:00,6,AULA 23,5.28,5.01,Mala,5.145
2023-11-27,12:00,6,AULA 20,8.14,6.05,Media,7.095000000000001
2023-11-27,13:00,7,AULA 21,8.62,6.16,Media,7.39
2023-11-27,13:00,7,AULA 17,6.95,8.85,Buena,7.9
2023-11-27,11:00,7,AULA 18,6.71,8.8,Buena,7.755000000000001
2023-11-27,16:00,7,NEWTON,6.93,5.56,Mala,6.244999999999999
2023-11-27,12:00,8,CI,5.41,5.99,Mala,5.7
2023-11-27,12:00,9,JEFATURA,6.46,9.12,Buena,7.789999999999999
2023-11-27,14:00,10,ASISTENTES,4.91,8.85,Buena,6.88
2023-11-27,09:00,11,DIRECCION ACADEMICA,5.44,6.67,Media,6.055
2023-11-27,15:00,12,CIIDE,8.8,5.62,Mala,7.210000000000001
2023-11-27,14:00,12,PEGA,8.46,7.63,Media,8.045
2023-11-27,10:00,12,RECURSOS FINANCIEROS,5.62,5.03,Mala,5.325
2023-11-27,13:00,13,AULA 30,9.4,5.7,Mala,7.550000000000001
2023-11-27,14:00,13,AULA 31,8.71,6.18,Media,7.445
2023-11-27,15:00,13,AULA 32,6.19,8.29,Buena,7.24
2023-11-27,15:00,13,AULA 33,8.69,5.88,Mala,7.285
2023-11-27,16:00,13,AULA 34,9.51,9.19,Buena,9.35
2023-11-27,14:00,14,AULA 35,6.22,4.87,Mala,5.545
2023-11-27,14:00,14,AULA 36,7.77,7.54,Media,7.654999999999999
2023-11-27,11:00,14,AULA 38,4.62,9.64,Buena,7.130000000000001
2023-11-27,12:00,14,AULA 39,5.5,4.68,Mala,5.09
2023-11-27,12:00,15,AULA 1,6.75,8.03,Buena,7.39
2023-11-27,12:00,15,AULA 2,9.55,6.55,Media,8.05
2023-11-27,13:00,15,AULA 3,8.69,5.85,Mala,7.27
2023-11-27,11:00,15,Enfermeria,5.01,9.14,Buena,7.075
2023-11-27,11:00,16,AULA 4,9.62,9.25,Buena,9.434999999999999
2023-11-27,13:00,16,AULA 5,9.21,6.0,Media,7.605
2023-11-27,16:00,16,AULA 6,4.99,4.83,Mala,4.91
2023-11-27,09:00,17,AULA 7,8.33,6.04,Media,7.1850000000000005
2023-11-27,15:00,17,AULA 8,6.91,8.34,Buena,7.625
2023-11-27,14:00,17,AULA 9,4.89,5.78,Mala,5.335
2023-11-27,11:00,18,AULA 10,6.95,5.85,Mala,6.4
2023-11-27,14:00,18,AULA 11,9.56,7.03,Media,8.295
2023-11-27,16:00,18,INGLES,5.5,8.24,Buena,6.87
2023-11-27,16:00,19,VINCULACION,7.73,5.3,Mala,6.515000000000001
2023-11-27,09:00,20,AULA 12,7.23,7.58,Media,7.405
2023-11-27,11:00,20,AULA 13,7.41,4.82,Mala,6.115
2023-11-27,13:00,21,AULA 14,6.76,8.56,Buena,7.66
2023-11-27,15:00,22,AULA 15,6.92,5.67,Mala,6.295
2023-11-27,15:00,23,AULA 16,6.63,6.96,Media,6.795
2023-11-27,12:00,24,DIRECCION GENERAL,6.82,8.24,Buena,7.53
2023-11-28,13:00,1,Sala A,7.42,7.58,Media,7.5
2023-11-28,14:00,1,Sala C,6.43,9.22,Buena,7.825
2023-11-28,14:00,2,Sala D,6.76,4.59,Mala,5.675
2023-11-28,16:00,2,Sala B,4.78,8.85,Buena,6.8149999999999995
2023-11-28,14:00,3,Recepcion,7.35,5.68,Mala,6.515
2023-11-28,14:00,3,Sala de maestros,5.13,9.93,Buena,7.529999999999999
2023-11-28,14:00,3,Sala E,5.64,9.94,Buena,7.789999999999999
2023-11-28,12:00,4,LE,6.13,8.21,Buena,7.17
2023-11-28,16:00,5,Sistematizacion,6.39,8.1,Buena,7.244999999999999
2023-11-28,12:00,5,CB,5.37,7.91,Media,6.640000000000001
2023-11-28,15:00,6,AULA 19,9.45,7.21,Media,8.33
2023-11-28,16:00,6,AULA 22,4.67,7.19,Media,5.93
2023-11-28,16:00,6,AULA 23,7.12,7.8,Media,7.46
2023-11-28,13:00,6,AULA 20,5.27,6.36,Media,5.8149999999999995
2023-11-28,09:00,7,AULA 21,7.56,5.71,Mala,6.635
2023-11-28,09:00,7,AULA 17,9.72,6.87,Media,8.295
2023-11-28,16:00,7,AULA 18,7.74,7.7,Media,7.720000000000001
2023-11-28,09:00,7,NEWTON,6.73,5.56,Mala,6.145
2023-11-28,15:00,8,CI,9.4,4.74,Mala,7.07
2023-11-28,15:00,9,JEFATURA,7.27,7.16,Media,7.215
2023-11-28,14:00,10,ASISTENTES,6.77,5.7,Mala,6.234999999999999
2023-11-28,10:00,11,DIRECCION ACADEMICA,5.12,5.3,Mala,5.21
2023-11-28,16:00,12,CIIDE,9.29,6.95,Media,8.12
2023-11-28,11:00,12,PEGA,6.8,6.07,Media,6.4350000000000005
2023-11-28,16:00,12,RECURSOS FINANCIEROS,4.58,6.38,Media,5.48
2023-11-28,16:00,13,AULA 30,9.75,8.22,Buena,8.985
2023-11-28,16:00,13,AULA 31,8.93,5.86,Mala,7.395
2023-11-28,12:00,13,AULA 32,6.0,9.4,Buena,7.7
2023-11-28,14:00,13,AULA 33,6.44,4.69,Mala,5.565
2023-11-28,13:00,13,AULA 34,8.91,8.33,Buena,8.620000000000001
2023-11-28,14:00,14,AULA 35,7.28,5.94,Mala,6.61
2023-11-28,16:00,14,AULA 36,4.8,8.2,Buena,6.5
2023-11-28,16:00,14,AULA 38,5.46,8.54,Buena,7.0
2023-11-28,13:00,14,AULA 39,5.91,6.36,Media,6.135
2023-11-28,15:00,15,AULA 1,9.71,7.2,Media,8.455
2023-11-28,15:00,15,AULA 2,9.51,8.79,Buena,9.149999999999999
2023-11-28,15:00,15,AULA 3,9.9,9.64,Buena,9.77
2023-11-28,10:00,15,Enfermeria,7.31,5.47,Mala,6.39
2023-11-28,16:00,16,AULA 4,4.57,5.69,Mala,5.130000000000001
2023-11-28,10:00,16,AULA 5,5.11,4.97,Mala,5.04
2023-11-28,09:00,16,AULA 6,9.96,6.18,Media,8.07
2023-11-28,15:00,17,AULA 7,5.42,5.22,Mala,5.32
2023-11-28,09:00,17,AULA 8,9.03,8.11,Buena,8.57
2023-11-28,13:00,17,AULA 9,8.68,9.58,Buena,9.129999999999999
2023-11-28,09:00,18,AULA 10,8.31,7.21,Media,7.76
2023-11-28,15:00,18,AULA 11,5.67,8.2,Buena,6.935
2023-11-28,12:00,18,INGLES,7.02,5.51,Mala,6.265
2023-11-28,12:00,19,VINCULACION,8.4,7.28,Media,7.84
2023-11-28,15:00,20,AULA 12,9.54,5.86,Mala,7.699999999999999
2023-11-28,12:00,20,AULA 13,7.13,7.4,Media,7.265000000000001
2023-11-28,09:00,21,AULA 14,7.13,9.84,Buena,8.485
2023-11-28,12:00,22,AULA 15,9.86,7.61,Media,8.735
2023-11-28,13:00,23,AULA 16,5.58,5.55,Mala,5.5649999999999995
2023-11-28,14:00,24,DIRECCION GENERAL,8.07,8.17,Buena,8.120000000000001
2023-11-29,12:00,1,Sala A,6.04,6.27,Media,6.154999999999999
2023-11-29,09:00,1,Sala C,4.59,5.18,Mala,4.885
2023-11-29,14:00,2,Sala D,8.11,5.21,Mala,6.66
2023-11-29,16:00,2,Sala B,4.58,8.2,Buena,6.39
2023-11-29,12:00,3,Recepcion,4.68,8.51,Buena,6.595
2023-11-29,09:00,3,Sala de maestros,8.81,9.82,Buena,9.315000000000001
2023-11-29,13:00,3,Sala E,4.7,4.69,Mala,4.695
2023-11-29,12:00,4,LE,6.02,9.29,Buena,7.654999999999999
2023-11-29,11:00,5,Sistematizacion,5.55,7.08,Media,6.3149999999999995
2023-11-29,16:00,5,CB,8.35,5.46,Mala,6.904999999999999
2023-11-29,15:00,6,AULA 19,9.32,7.65,Media,8.485
2023-11-29,12:00,6,AULA 22,8.26,8.43,Buena,8.344999999999999
2023-11-29,16:00,6,AULA 23,5.52,6.41,Media,5.965
2023-11-29,16:00,6,AULA 20,8.46,6.5,Media,7.48
2023-11-29,12:00,7,AULA 21,6.98,9.47,Buena,8.225000000000001
2023-11-29,11:00,7,AULA 17,8.89,4.92,Mala,6.905
2023-11-29,16:00,7,AULA 18,8.81,6.53,Media,7.67
2023-11-29,10:00,7,NEWTON,8.07,9.47,Buena,8.77
2023-11-29,09:00,8,CI,7.12,5.84,Mala,6.48
2023-11-29,15:00,9,JEFATURA,7.17,7.0,Media,7.085
2023-11-29,14:00,10,ASISTENTES,5.24,8.08,Buena,6.66
2023-11-29,09:00,11,DIRECCION ACADEMICA,8.43,9.18,Buena,8.805
2023-11-29,16:00,12,CIIDE,8.54,7.64,Media,8.09
2023-11-29,09:00,12,PEGA,7.7,7.53,Media,7.615
2023-11-29,12:00,12,RECURSOS FINANCIEROS,9.98,8.78,Buena,9.379999999999999
2023-11-29,13:00,13,AULA 30,8.2,9.93,Buena,9.065
2023-11-29,10:00,13,AULA 31,9.44,4.6,Mala,7.02
2023-11-29,15:00,13,AULA 32,7.56,4.88,Mala,6.22
2023-11-29,15:00,13,AULA 33,8.77,5.54,Mala,7.154999999999999
2023-11-29,09:00,13,AULA 34,9.45,8.81,Buena,9.129999999999999
2023-11-29,16:00,14,AULA 35,8.29,4.54,Mala,6.414999999999999
2023-11-29,09:00,14,AULA 36,9.0,9.43,Buena,9.215
2023-11-29,15:00,14,AULA 38,9.03,7.04,Media,8.035
2023-11-29,09:00,14,AULA 39,6.68,7.1,Media,6.89
2023-11-29,14:00,15,AULA 1,9.91,9.82,Buena,9.865
2023-11-29,10:00,15,AULA 2,7.58,4.59,Mala,6.085
2023-11-29,12:00,15,AULA 3,9.03,9.82,Buena,9.425
2023-11-29,10:00,15,Enfermeria,5.78,5.29,Mala,5.535
2023-11-29,12:00,16,AULA 4,9.27,6.29,Media,7.779999999999999
2023-11-29,12:00,16,AULA 5,9.21,6.69,Media,7.950000000000001
2023-11-29,15:00,16,AULA 6,9.26,9.11,Buena,9.184999999999999
2023-11-29,16:00,17,AULA 7,5.86,5.02,Mala,5.4399999999999995
2023-11-29,12:00,17,AULA 8,4.61,6.08,Media,5.345000000000001
2023-11-29,14:00,17,AULA 9,6.73,9.74,Buena,8.235
2023-11-29,14:00,18,AULA 10,7.98,5.42,Mala,6.7
2023-11-29,16:00,18,AULA 11,8.75,9.52,Buena,9.135
2023-11-29,10:00,18,INGLES,5.56,8.02,Buena,6.789999999999999
2023-11-29,16:00,19,VINCULACION,9.02,4.92,Mala,6.97
2023-11-29,15:00,20,AULA 12,5.21,7.33,Media,6.27
2023-11-29,09:00,20,AULA 13,7.94,6.0,Media,6.970000000000001
2023-11-29,10:00,21,AULA 14,6.19,4.54,Mala,5.365
2023-11-29,16:00,22,AULA 15,8.16,8.35,Buena,8.254999999999999
2023-11-29,13:00,23,AULA 16,8.61,6.24,Media,7.425
2023-11-29,11:00,24,DIRECCION GENERAL,7.09,5.05,Mala,6.07
2023-11-30,15:00,1,Sala A,8.67,4.88,Mala,6.775
